index,Unnamed: 0,questionID,questionTitle,questionText,questionLink,topic,therapistInfo,therapistURL,answerText,upvotes,views,split,question_word_count,answer_word_count,question_sentence_count,answer_sentence_count,question_readability,answer_readability,flagged_suicide_in_question,flagged_suicide_in_answer,question_emails_found,question_phones_found,answer_emails_found,answer_phones_found,question_entities_sample,answer_entities_sample
556,556,217,I'm worried that I will be single forever,"I have lately been having lots of anxiety and self-loathing about the fact that I am a young adult virgin girl who has never had a boyfriend before. It seems like everyone my age has already had boyfriends by now or are not virgins anymore, and I just had my first kiss five months ago. I’m worried that, at this rate, I won’t have a boyfriend for a very long time. The problem is that I want to lose my virginity to my first boyfriend who cares about me, but at the same time, I don't want to be waiting forever in order to experience sex. I have already given in to bad temptations by hooking up with random strangers on social media sites and having oral sex with them. Luckily, they were nice guys, but none of them wanted a relationship with me. I feel dirty by doing this, but I feel pressured to do this things in order to seem normal.
   Most people are surprised when they find out that I am a virgin or never had a boyfriend because people think I am really good looking. I am tall, I play lots of sports, and I get excellent grades in school. I am in my first year of university right now, and no guys have approached me to go out on a date or showed any interest. It bothers me. Most of the people in my family have been in relationships at my age already. I feel like I will be single forever sometimes.",https://counselchat.com/questions/i-m-worried-that-i-will-be-single-forever,anxiety,"Lynda MartensMarriage & Family Therapist, MSc, RP, RMFT",https://counselchat.com/therapists/ms-lynda-martens-london-ontario,"Hi Winters, I'm so glad you wrote, because I think there are a lot of young women experiencing the exact same thing. You feel self-loathing for both being a virgin, and for being sexually active. Young women have always gotten crazy mixed messages about what they're supposed to be. They feel pressure to be pure, and they also feel pressure to be the vixen and please men sexually. But you can't be both, so you can't ever win if you buy into all that horse manure (excuse my language). This current hook-up culture puts added pressure on girls to expect nothing more than random sexual encounters that leave you feeling empty and used; perhaps desirable in that moment but mostly worthless. The stupid part is that research tells us that young men are also impacted negatively by this cultural norm that values sex and not relationship; they feel guilt, and loneliness.  I urge you to talk to other girls and women about your feelings. My hope and prayer is that they will echo my words here.Your value and power cannot ever be found in whether a man wants you, whether you turn his eye, or how he treats you. Your sexuality is a beautiful part of who you are, and it is to be celebrated. I love that you want to celebrate it with someone who cares. Who you are is so very much more than your sexuality. You sound like you have a lot of things going for you. Try to see all of those things when you think of yourself.There are many more virgins out there, and many are afraid, like you, that they don't fit in. We are all different, and you don't have to be anything but who you want to be; who you are. You don't have to have any kind of sex until you're ready, and that makes you brave and smart, not weird.You're tall and beautiful, and guys may be intimidated by that. It may take time for you to meet the right guy, but he's out there. The question is: How do you want to spend your time until he crosses your path? I hope you talk to someone soon and find out that your feelings are normal. I wish you the best.",0,139,train,260,386,13,23,69.72,78.46,False,True,0,0,0,0,[],[]
561,561,219,"Sleeping, Anger and Anxiety","I have a lot of issues going on right now. First of all, I have a lot of trouble sleeping at times, while other nights I sleep too much and still feel quite tired. I’m also noticing increased irritability and experiencing anxiety attacks that last for hours. Is there something wrong with me and if so what should I do?",https://counselchat.com/questions/sleeping-anger-and-anxiety,anxiety,Keisha HelmsMS Counseling Psychology,https://counselchat.com/therapists/keisha-helms,"Hi there. I have to commend you on reaching out to get some answers on why you are feeling the way that you are feeling. A lot of people secretly go about their lives every day feeling this way because they are too afraid of what the answer might be.First off, what stressors do you have in your life right now? Financial, relationship and unemployment are all common stressors for people. They can often make it difficult for us to sleep at night due to the constant racing thoughts and wonders of how you will deal with it all. Secondly, do you have a history of depression or does depression run in your family? Some of the symptoms listed here in this question (i.e. trouble sleeping, constant fatigue, too much sleep, anger & anxiety) are all common symptoms of depression. Often times, these symptoms can be overlooked and mistaken for ""just being tired."" Furthermore, it's important to ask yourself, if you are feeling worthless, problems with concentration and recurrent thoughts of death. If you are having these symptoms, please seek help IMMEDIATELY. Lastly, considering your stated symptoms I would recommend reaching out to your Doctor for further consult. It's always better to be safe and the earlier you catch the symptoms the faster you will get to feeling better! do Some helpful tips for the your Doctor would be to monitor your sleep habits (i.e. how much or little are you sleeping), make a list of your triggers for your anger outbursts as well as your triggers for your anxiety attacks. I hope this was helpful and the best of luck to you.",1,140,val,61,275,4,19,73.47,70.63,False,True,0,0,0,0,[],[]
576,576,227,What can I do if my parents refuse to acknowledge my anxiety and self-confidence issues?,"My dad refuses to acknowledge my anxieties about going to parties, dinners, etc. Whenever I have an opinion it gets shut down. My mom and everyone else behaves likewise. For my father who heads a company, this is normal. He has to be right all the time. He blatantly refuses to even try to see it from my angle.    Recently however, it's been getting to the point where I feel pressured and unable to speak my mind. It isn't possible for me to get professional one-on-one help. He tells me to grow a pair and get over it. I recently have been developing more severe body image and self-confidence issues, which I have had all my life. I feel invalidated by my dad. I have been more paranoid lately as well. I can't turn on location services anymore on my phone because of a past incident. He makes me feel guilty about it. I feel rather worthless more often than not, unfortunately. What do I do?",https://counselchat.com/questions/what-can-i-do-if-my-parents-refuse-to-acknowledge-my-anxiety-and-self-confidence-issues,anxiety,Danielle AlvarezLicensed Professional Counselor,https://counselchat.com/therapists/danielle-alvarez,I'm sorry to hear that you are unable to get through to your parents. It sounds like you are experiencing a great deal of anxiety that needs to be addressed by a professional (despite the fact that you are unable to at the moment). I would recommend talking with another adult such as a school counselor that can offer you support in this area. Perhaps they can work with you on your anxiety issues and schedule a meeting with your parents so that he/she may help mediate the conversation with them.If you are unable to reach out to a school counselor maybe you can try a member of the family such as an aunt or an uncle that feels comfortable addressing the issue with your parents. Sometimes it helps hearing it from a third party before the situations is taken seriously enough.Good luck!,0,148,train,169,146,16,7,69.96,62.82,True,False,0,0,0,0,[],[]
670,670,251,What do I do if my 7 year old says she want to kill herself?,"My daughter was overly tired and throwing a fit at her grandparent's house. She wanted to come home at midnight and cried screamed said she said she hated her grandma and that she wanted to kill herself!
    We also have a new baby in the house i didn't know if this would contribute to this. How should I approach this?",https://counselchat.com/questions/what-do-i-do-if-my-7-year-old-says-she-want-to-kill-herself,parenting,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"You wrote a very full family context w many directions to examine.Do you know or can you find out what the grandma and your daughter were doing in the evening of the screaming episode?Is it possible the grandma abuses your daughter, or tells her scary stories, watches scary movies.  These are only suggestions of some problem between grandma and your daughter.Also, ask your daughter directly why she wants to kill herself and what' killing herself"" means.   Seven year olds don't have a concept of death being a forever condition.  Seven year olds don't have a sense of future meaning besides liking/disliking them.   Maybe the new baby is a factor.  Do you feel this is a factor?   Trust your intuition to tell you if your daughter is resentful of your new baby.Even if she is, I doubt a seven year old has the capacity to connect current unhappiness with the intention of a future action, including suicide.",0,143,train,60,161,4,11,80.22,64.82,False,True,0,0,0,0,[],[]
671,671,252,What are the long term effects of losing one's adopted mother?,"The birth mother attempted suicide several times while pregnant. The adopted mother was terminally ill upon adopting the baby and died when the child was just over one year old. The adopted father then remarried to a physically, psychologically, and emotionally abusive woman. The child was placed in foster care at 11 years old.    What might be the long term effects on an adult with this childhood history?",https://counselchat.com/questions/what-are-the-long-term-effects-of-losing-one-s-adopted-mother,parenting,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"The true answer is, ""no one can really say with certainty"".The variables are the way this child absorbs and adjusts to these significant changes in their life.  All anyone can do is guess at this point and there's no good reason to guess.The only general certainty is that the adult whom this child becomes will have had a profound encounter with the biggest types of human losses a child can go through.Some people become great teachers, therapists and philosophers who have this background.  Some give up on life and hide away from others.The best anyone could do who knows this child is to offer love bc this is the greatest guarantee to show there are good people on this earth.",0,109,train,68,124,5,7,52.45,72.87,True,False,0,0,0,0,[],[]
681,681,255,What can I do about my dad?,"My dad makes me feel like shit and like I'm worthless. He calls me names and makes me feel depressed. I want to move out because I swear if I stay here, I'm going to lose it. What can I do?",https://counselchat.com/questions/what-can-i-do-about-my-dad-2,parenting,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"If you're actually able to afford to move out and support your own life, then this is a reasonable choice.If you're not in such a position and must continue for a while to live w your dad, then emotionally protect yourself from him.Doing so is much more difficult than maybe it sounds.Do you have privacy in your house and can you spend more time in a self-created safe space than around your dad?Also, limit the amount of dialogue you have with him so you don't offer him a chance to feel invited to criticize you.Are there other people who live in the household w you and dad?If yes, then are they similarly called names or are you singled out by him? What do the other family members do when they hear your dad calling you names?Is it possible the other family members don't realize how hurt and upset you are by your dad's behavior?If yes, then make a project for yourself to tell the other family members that you suffer from your dad's name calling.It is possible the other family members will step in and tell your dad to stop.Not necessarily that he will stop.  Knowing the others support you emotionally and find you credible is helpful on its own.",0,86,train,41,221,4,13,97.39,72.06,True,False,0,0,0,0,[],[]
682,682,255,What can I do about my dad?,"My dad makes me feel like shit and like I'm worthless. He calls me names and makes me feel depressed. I want to move out because I swear if I stay here, I'm going to lose it. What can I do?",https://counselchat.com/questions/what-can-i-do-about-my-dad-2,parenting,"Kristi King-Morgan, LMSWSocial Worker, Psychotherapist",https://counselchat.com/therapists/kristi-king-morgan-lmsw,"Are you old enough to move out? Then by all means, what's stopping you?If not, is it possible for you to move in with another family member?If you're a minor, CPS may need to step in. They often do in cases of abuse. Your safety is the number one priority.It's difficult to offer advice without knowing more about your situation. But I can say this: Don't let other people define your self worth. You can choose NOT to allow him to make you feel anything. It really is that simple. By looking at it as a choice you make, you will be empowered to take control over your emotions and learn to feel better about yourself because your self-worth will no longer be defined by what someone else says about you or how they treat you.Let me say that again in a different way: Your self-worth is NOT defined by someone else. The way he treats you is a reflection of who he is as a person - not you. Don't take ownership of that! I understand that if you are a minor, setting healthy boundaries and refusing to accept this kind of treatment can be difficult. Reach out to others for help. But if you are 18 and over, there is absolutely no excuse for you to be there having to put up with maltreatment. Put up some boundaries and create the distance needed to protect yourself emotionally. You owe it to yourself, and deserve to live a healthy, happy life. Anyone who tells you otherwise is wrong.",0,63,train,41,264,4,20,97.39,76.15,True,False,0,0,0,0,[],[]
776,776,313,What can I do when I feel like I'm not using my potential?,"I am in my mid 30s. I feel I have used only 5% of my potential. I am in film making, but everything is stuck. I've never had a serious relationship. I had worthless jobs. I do a lot of meditation to try to fix it.",https://counselchat.com/questions/what-can-i-do-when-i-feel-like-i-m-not-using-my-potential,self-esteem,Genevieve RideoutChristian Counseling for Women ages 20-95,https://counselchat.com/therapists/genevieve-rideout,"Being stuck in life is difficult, especially when you are feeling it in many different areas of your life. So you if you are ready for a change... time to make one! Make a list of the resources in your area--community colleges, friends, free classes, volunteer opportunities etc. Make a list of your passions and absolute ""no way"" things in life. Make a 5 year plan... where do you want to be in 5 years... then start breaking it down ... what do I need to do this year to make it to next year. Break that down into months... check in with friends/families/co workers etc to see what they see in you both good and bad. Take a deep breath and choose 1 thing to work on to get better in life according to them. Seek out any free training/counseling on career changes and life changes. You already began this by asking this forum for help Awesome! Use the peace and calm you find in meditation to spring board you to make some changes in your behavior--try new things, change poor choices etc. Use the meditation to give you peace while you make the changes. Good Luck!",0,241,val,46,202,6,17,85.03,85.46,True,False,0,0,0,0,[],[]
781,781,314,How can I forgive myself?,"Something happened this summer that I cannot forgive myself for. When I think about what happened, I feel ashamed and guilty even though my loved ones forgave me.",https://counselchat.com/questions/how-can-i-forgive-myself,self-esteem,"Lynda MartensMarriage & Family Therapist, MSc, RP, RMFT",https://counselchat.com/therapists/ms-lynda-martens-london-ontario,"Hi Ohio, I totally get how it can be more difficult to forgive ourselves than to forgive others. My guess is that you tend to come down too hard on yourself a lot. That's a huge barrier to happiness that you can work to reduce. I'll get you started.You feel shame in a debilitating way that is probably way out of proportion to the incident. Is it triggering some old shame? Unfortunately, a lot of adults use shame as a motivator for kids. It doesn't work. When was the first time you remember feeling a lot of shame, as in ""I'm bad"", or ""I'm worthless""? Is there a younger version of you who is still feeling shame over something that wasn't your fault? Sometimes shame shadows are connected to an absent or hurtful parent, sexual abuse or some family loss or trauma. If so, picture yourself at that age. Can you tell your child self that whatever horrible thing happened to them isn't their fault? Can you have compassion for that child who first felt shame or had shame heaped on them? That's your first goal...to go to the source of the shame and heal that child's wound with compassion. What happens to children is never their fault (and fault is a pretty useless concept anyway).Once you take the layers of old ""I'm bad"" shame off, the load is lighter and you can use self talk to further reduce the shame. Here are some things you can say to yourself...every day...I'm human and that's okay. I don't have to be perfect.I can have compassion for my mistakes.I can feel proud that I'm facing my mistake and making things right.I deserve forgiveness and compassion, and I have that for other people too.There's no purpose to holding on to shame.I can learn from my mistakes and move forward.Everyone makes mistakes.Other people don't want me to carry this shame around.I don't need shame to remind me not to do it again. I've figured that out.Shame tries to convince you that you need to carry ""it"" around in order to prevent further mistakes. Poppycock.  You've learned your lesson, now you can move forward to other mistakes. Sorry...but you're human and you'll keeping making... hopefully different, glorious mistakes. Embrace the learning. Lean into the experiences of life. It's all juicy stuff, and you're in good company; we're all in the same position of being mortal.",0,757,train,28,415,2,40,53.64,77.86,False,True,0,0,0,0,[],[]
786,786,317,"I can't focus when I'm doing work, even when I try to force myself to do it","I feel so irritated and frustrated because of it. I get so angry to the point that I feel like I'm going to explode. I feel pathetic, stupid, and worthless. I just can't take this anymore.",https://counselchat.com/questions/i-can-t-focus-when-i-m-doing-work-even-when-i-try-to-force-myself-to-do-it,self-esteem,Janice HarrietA student going through the same shit you are. ,https://counselchat.com/therapists/janice-harriet,"Yeah I get the same problem... Look I'm not a professional but I've heard a few things. a powernap can help. just a half hour of sleep can clear your mind and let you refocus. Also, brain activity increases with physical exertion. Just walk around for a minute and get your brain working and that'll help you reach the task at hand. Taking breaks it totally okay. Try to have something to do in between that you enjoy.",0,75,train,36,78,4,8,80.2,80.88,True,False,0,0,0,0,[],[]
791,791,321,Why am I so angry and jealous?,"I'm in my late 20s, and I've never had a boyfriend or even been on a date. I have no friends. I hate Facebook because everyone else has kids and a great husband and great paying jobs. I work in retail, and I can't find a job. I have an Associate degree. No one is not giving me a chance, and I'm getting upset and frustrated. I feel worthless and feel like everyone hates me. I feel like a failure, and I still live with my Dad. It's very embarrassing!",https://counselchat.com/questions/why-am-i-so-angry-and-jealous,self-esteem,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"In case knowing this helps you, there are many more people in similar circumstance as you than you may realize.Similar to you, they are not on FB for the reasons you list.  Plus, no one wants to go on FB and tell the world they don't have a fantastic life.  Everyone on FB is happy, even when they're miserable they're happy telling everyone about it.First, yes it is painful to see all around you what appears as joyful living.  Please keep in mind that the life you imagine these people have, is not necessarily the true life they are having.  I've been a therapist for a long time and have seen repeatedly how people who are married with kids by age 30, start having problems by their mid-thirties.Second, respect your unique identity.  For whatever reason, you have more sensitivity, possibly more depth, more complex standards and expectations, of yourself and others.As hard as it may sound or actually be, take time to hear your intuition and what it tells you, you need for your own growth and development.Feeling embarrassed can also be turned into a positive.  Consider it as motivation for the long term to develop new ways of reaching your goals.I hope this helps!",0,145,val,90,212,9,13,87.64,68.57,True,False,0,0,0,0,[],[]
973,973,394,What is the best way to cope with the loss of someone to suicide?,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,https://counselchat.com/questions/what-is-the-best-way-to-cope-with-the-loss-of-someone-to-suicide,trauma,"Cory Ian Shafer LPCPsychotherapist, Jungian, Hypnotherapy",https://counselchat.com/therapists/cory-ian-shafer-lpc,"Suicide is not a natural way to pass from this Earth, so many times it can be EXTREMELY tough to deal with because of the ""unnatural-ness"" of the event. We may find ourselves feeling guilty that we did not see it or that we could've have done more or something to stop it, but often the fish in the fishbowl cannot see that which is closest to him. You are currently trying to numb your feelings, those feelings as nasty as they are, are meant to be felt, those feelings help us to process the event and also help us to pass through the situation. Your friend has a legacy, remember it, and honor that legacy everyday in some small or even grand way, perhaps committing or volunteering your time to help others in honor of your friend.Hope this helps, C",2,221,train,23,143,3,5,77.67,61.85,True,True,0,0,0,0,[],[]
974,974,394,What is the best way to cope with the loss of someone to suicide?,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,https://counselchat.com/questions/what-is-the-best-way-to-cope-with-the-loss-of-someone-to-suicide,trauma,Ben BraaksmaMental Health Counselor,https://counselchat.com/therapists/ben-braaksma,"First of all, I am very sorry for your loss, and I can understand the urge to drink and smoke to try and cope. As I'm sure you understand, alcohol and marijuana may take the edge off of the pain in the short run, but in the long run they may prevent you from being able to work through the thoughts and feelings that you have about the loss of your friend. Grieving is a process that is unique to each individual and each relationship that may involve difficult, confusing, and even contradictory seeming thoughts and feelings and a competent therapist can help you work through this process. It also may be useful for you to add other ways of coping, such as taking care of yourself through exercise, doing healthy activities that you love, and spending time with people that you love. Self care is often most difficult when we need it the most. Thank you for reaching out.",2,198,train,23,160,3,6,77.67,63.44,True,False,0,0,0,0,[],[]
975,975,394,What is the best way to cope with the loss of someone to suicide?,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,https://counselchat.com/questions/what-is-the-best-way-to-cope-with-the-loss-of-someone-to-suicide,trauma,"Lynda MartensMarriage & Family Therapist, MSc, RP, RMFT",https://counselchat.com/therapists/ms-lynda-martens-london-ontario,"I urge you to seek some therapeutic help for this, and also to connect with others who knew your friend, because they're likely feeling the same way. Suicide is difficult to understand, and those left behind have many mixed emotions that make their grief complicated and anguished. Your friend either had an impulse that no one could stop, or they made a big decision that impacted everyone around them. There are other things you can do to cope with this, and it has to do with accepting your powerlessness to stop it, not blaming yourself, forgiving your friend, and finding meaning in their life and yours. You won't find that meaning in a bottle or a joint. I hope you reach out soon. :)",1,193,train,23,123,3,7,77.67,71.39,True,True,0,0,0,0,[],[]
976,976,394,What is the best way to cope with the loss of someone to suicide?,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,https://counselchat.com/questions/what-is-the-best-way-to-cope-with-the-loss-of-someone-to-suicide,trauma,Jessica DobbsTherapist,https://counselchat.com/therapists/jessica-dobbs,"Suicide is a very traumatic loss and affects survivors significantly. Everyone deals with their grief in different ways. One way I recommend to deal with the loss of a loved one is to write letters to them. Some people like to keep the letters in a jar, maybe fill the jar with sand so the letters are buried. I recommend writing the letters as often as you need to. You will notice over time the need to write the letters will decrease and the intense feelings of loss will decrease. I also recommend finding a survivors support group in your area. You can find more information on www.afsp.org.",1,106,train,23,110,3,10,77.67,75.69,True,True,0,0,0,0,[],[]
977,977,394,What is the best way to cope with the loss of someone to suicide?,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,https://counselchat.com/questions/what-is-the-best-way-to-cope-with-the-loss-of-someone-to-suicide,trauma,"Claudia HigginsTherapist, RCSWI",https://counselchat.com/therapists/claudia-higgins,"Let me begin by offering my condolences for your loss. I can understand how difficult this time maybe for you especially if you have several unanswered the questions due to the circumstances surrounding the death of your friend.  It's during this time, that you may experience the various stages of grief. This includes denial, anger, bargaining, depression and finally acceptance. In the bereavement process, there is so specific time frame or lengths of time for someone to work through each step. Its imperative to note  that one may express each stage with different levels of intensity. Also, the five stages do not necessarily occur in any specific order. We often move between stages before achieving a more peaceful acceptance of death. Just note that everyone greives differently, some internalize their feelings and emotions, others express it externally, while other avoid it all together.Coping with loss is ultimately a deeply personal and singular experience. Sometimes we feel that no one understands what we are feeling or going through, much less comprehend our emotional state of mind . What's important, is that you allow others to comfort you through the various stages. My recommendation is to allow yourself to go through the emotions and feel the grief. Avoiding or resisting may only delay the healing process. Reaching the acceptance stage of mourning is a gift not not everyone is awarded, but seeking the help of a Grief counselor may assist in deciphering your emotions and set you on a more positive path to achieve closer.",1,124,train,23,253,3,15,77.67,49.27,True,False,0,0,0,0,[],[]
978,978,394,What is the best way to cope with the loss of someone to suicide?,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,https://counselchat.com/questions/what-is-the-best-way-to-cope-with-the-loss-of-someone-to-suicide,trauma,Cimberly R. NeskerRegistered Psychotherapist (3579),https://counselchat.com/therapists/cimberly-r-nesker,"I'm so sorry to hear about your recent loss.  There is such a large feeling of uncertainty that befalls those of us left to sort through these emotions of such a loss, and it's never easy.  I think it's important to remember that there is no ""right"" or ""wrong"" way to deal with loss and the ""best way"" for you may not be the best way for someone else.  The fact that you are aware that you are smoking more marijuana and drinking more, and the fact that you can recognize that these may not be the best coping techniques, is a very good step towards giving yourself some better support at this time.  Marijuana and drinking are type of coping techniques that can numb us to our emotions, but they do not really help us to work through those emotions. When it comes to grief, often one of the most helpful ways to move through the phases of grief is to use your social supports; talk to your friends and family, see your mutual friends and commiserate with each other on the loss and the uncertainty.  The more we talk about our feelings, the more we are okay with them being ours. The more we express our loss, the better we become at accepting such a loss. In talking with your supports, you may also decide ways in which you may want to remember your friend; ways you can do so on a personal level (writing a poem, planting a tree, etc.) or ways you as a group can remember and memorialize them (a special day where you get together to share your memories, starting a charity, etc.) We never truly ""get over"" our losses, but we can learnt o accept the losses and what it means to us now...but that also takes time.",1,171,train,23,306,3,12,77.67,68.15,True,False,0,0,0,0,[],[]
979,979,394,What is the best way to cope with the loss of someone to suicide?,I recently lost a friend to suicide. I'm smoking marijuana and drinking more to cope with it. How can I handle this better?,https://counselchat.com/questions/what-is-the-best-way-to-cope-with-the-loss-of-someone-to-suicide,trauma,2nd Chance Counseling Service Online Addiction Therapy ProviderConvenient Online Addiction Therapy ,https://counselchat.com/therapists/2nd-chance-counseling-service-online-addiction-therapy-provider,First I am so sorry for your loss.  Most people go through the grieving process.  I would get a better understanding of what that process is.  Everyone has their own way of handling loss.  You are taking the first step in realizing that you are having a difficult time coping with it.  I would reach out to a therapist that has experience treatment patients with loss. I would also recognize that drinking and smoking are both substances that will not make depression or depressive thoughts any better.,0,102,train,23,87,3,7,77.67,72.67,True,False,0,0,0,0,[],[]
1057,1057,443,How can I be less confused about my feelings towards anything?,I don't know how to notice or express my feelings besides anger. That's really the only one i feel.,https://counselchat.com/questions/how-can-i-be-less-confused-about-my-feelings-towards-anything,anger-management,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Well, then give yourself some credit for noticing that you recognize at least one feeling that you have!What is your own theory as to what is difficult to know your feelings?  Your answer will give you clues as to unearthing your willingness to be aware of the way you feel.Sometimes the family in which someone grew up, did all they could to stop the kids from knowing who they were.In some families there were very severe consequences if a child spoke up with an independent mind.  By knowing where your difficulties started, you may very well be able to release the situation in which you learned to suppress your feelings.Also, spend some time with yourself just enjoying who you are.  Often, people who have difficulty in expressing themselves, suffered shame and humiliation as a child.  They have a chronic sense of worthlessness, and feeling worthless certainly works against self-expression.  By having a good time being with yourself, you may increase your self-appreciation and this will go a long way to believing that your feelings are worth knowing and stating.",1,43,train,19,185,2,10,76.97,64.59,False,True,0,0,0,0,[],[]
1130,1130,473,Why is my ex-boyfriend upset with me?,"I went to my ex-boyfriend to reach out to one of his high school friends who's attempted to commit suicide. When I went to him to reach out to his high school friend, he told me that I put him in a terrible position and put an enormous load on his shoulders. He was very angry that I went to him to do that. Am I in the wrong for going to him to reach out? He helped me so much with my depression and bad habits, so that's why I thought of him to reach out. He made me feel awful for thinking highly of him to help. Why did he react this way towards me? I think he's being selfish.",https://counselchat.com/questions/why-is-my-ex-boyfriend-upset-with-me,intimacy,"Sherry Katz, LCSWCouples and Family Therapist, LCSW",https://counselchat.com/therapists/sherry-katz-lcsw,"Your compassionate reach out to the friend is praiseworthy.That your ex bf has trouble accepting your gesture as kindness shows your ex bf is not seeing the situation clearly.I believe your ex bf's words about feeling burdened by your action.However, he is mixing up his own responsibility to know the root of his feelings.Blaming you for feelings he doesn't understand within himself is unfair and not helpful to anyone, including him.From what you write, you did nothing wrong and your action toward the potential suicider was gracious.My only guess which is also very general about your ex bf's behavior is that he doesn't yet fully understand himself and finds blaming others easier than understanding himself.",0,47,train,123,121,8,7,90.81,57.85,True,False,0,0,0,0,[],[]
1131,1131,473,Why is my ex-boyfriend upset with me?,"I went to my ex-boyfriend to reach out to one of his high school friends who's attempted to commit suicide. When I went to him to reach out to his high school friend, he told me that I put him in a terrible position and put an enormous load on his shoulders. He was very angry that I went to him to do that. Am I in the wrong for going to him to reach out? He helped me so much with my depression and bad habits, so that's why I thought of him to reach out. He made me feel awful for thinking highly of him to help. Why did he react this way towards me? I think he's being selfish.",https://counselchat.com/questions/why-is-my-ex-boyfriend-upset-with-me,intimacy,"Lauren Ostrowski, MA, LPC, NCC, DCC, CCTPI tailor my therapeutic approach to each client's strengths and goals",https://counselchat.com/therapists/lauren-ostrowski-ma-lpc-ncc-dcc-cctp,"I'm glad you think so highly of your boyfriend and his ability to be there when you would like to talk about things that are important to you.I see why you would want them to reach out. I also wonder about how close he was with his friend and what he thought you meant when you asked him to reach out. It sounds as if he is thinking that doing so would mean that he is responsible for his friend's well-being, although I can't say that for certain.Would you be willing to have a discussion with your boyfriend where for a few minutes (five minutes or so), you ask him about what made him react that way? During this time, try to listen and ask questions is if you are an investigative reporter and are trying to learn more about his experience. You can also summarize what you are hearing to make sure that you understand it as he does. This does not mean that you have to agree with what you say, but just that you follow. I hear you saying that you think he's being selfish. I'm suggesting that just during this conversation, you ask questions to focus on what he is thinking and feeling. In one sentence, the goal would be to learn more about his experience.I would not be at all surprised if he is scared.Are you aware of what kind of support he wants through this time?",0,65,train,123,247,8,13,90.81,80.34,True,False,0,0,0,0,[],[]
1144,1144,480,My boyfriend wants nothing to do with me after his dad's suicide,"My boyfriend lost his dad to suicide. He says that because his dad died, so did his heart. He says that he can't be there for me or love me anymore and wants nothing to do with me ever again. Why is he doing this when we were very happy together? He says that I have done nothing wrong but he just can't be with me.",https://counselchat.com/questions/my-boyfriend-wants-nothing-to-do-with-me-after-his-dad-s-suicide,intimacy,Linda MullinKicking anxiety and depression to the curb!,https://counselchat.com/therapists/linda-mullin,"I am sorry to learn of this.  You must be extremely frustrated and heartbroken.  To begin, he is correct.  You have done nothing wrong.  This is entirely a coping mechanism in overdrive.  It is fear.  It is anger.  It is extreme sadness.  It is feelings of abandonment.  It is intense emotional pain.  It is his way of protecting himself from potential unexpected additional loss.I am not familiar with how old this post is, but often, it will require time and understanding.  If he speaks with you, encourage him to get grief counseling.  Do not encourage it for your relationship, encourage it for his betterment coping with losing his dad.  Start there.  Good Luck.",0,60,val,66,114,5,16,92.17,68.25,True,False,0,0,0,0,[],[]
1621,1621,729,People make me sick,I have several issues like I don't like people. They make me sick. I have issues with talking to people. I feel like they are talking about me and making fun of me. I have felt this way for years. When I look people in the eyes I have voices that tell me to hurt them and if I don't stop looking at who I am talking to it gets so loud I can't hear what they are saying. I just stay away from people to avoid this. I look at people and think how I could hurt them. I feel like I am worthless and would be better off not in this world where I don't fit in. Every day I wake up it's like another day. Any info would be good.,https://counselchat.com/questions/people-make-me-sick,relationships,Sonya WilsonLicensed Professional Counselor,https://counselchat.com/therapists/sonya-wilson,"Sounds like you are dealing with a lot within your self which is causing you great pain.  I would suggest that first you get a full physical evaluation to make sure that you are ok physically.  Then getting a mental evaluation as well from a psychiatrist.  Seeing both would help rule out any physically or psychologically causes to your symptoms.    After getting these evaluations, your physician should be able to help guide you on what treatments would be the best to help with your everyday challenges your are facing.  Whether treatment includes medication and/or psychotherapist would be discussed.  Please consider doing both immediately so you can have the live you want everyday you wake up.",1,56,train,133,116,11,7,93.42,56.55,True,False,0,0,0,0,[],[]
